strategy,step,queries,val_auc,test_auc,n_labels
DQN,20,200,0.994420641721413,0.9561198772737234,300
Double DQN,0,0,0.8939731505284204,0.896192198115275,100
Double DQN,1,10,0.9531848043416167,0.9230330922638615,110
Double DQN,2,20,0.982290774064553,0.9539447731755424,120
Double DQN,3,30,0.9827097019899076,0.9565910585141354,130
Double DQN,4,40,0.9912215557459774,0.9424884944115715,140
Double DQN,5,50,0.9905550795010949,0.9390696909927679,150
Double DQN,6,60,0.9905360373226697,0.9523120753889985,160
Double DQN,7,70,0.9918118632771589,0.903210607056761,170
Double DQN,8,80,0.9909549652480245,0.9373438527284681,180
Double DQN,9,90,0.9955250880700752,0.9398641244795091,190
Double DQN,10,100,0.9947253165762163,0.9450197238658777,200
Double DQN,11,110,0.9948586118251929,0.9365439403900943,210
Double DQN,12,120,0.9947253165762162,0.9505369274600044,220
Double DQN,13,130,0.9950871179662953,0.9442033749726058,230
Double DQN,14,140,0.9949157383604683,0.9515012053473593,240
Double DQN,15,150,0.9952013710368466,0.9250438308130617,250
Double DQN,16,160,0.9955631724269257,0.9572923515231208,260
Double DQN,17,170,0.9964391126344854,0.9569581415735262,270
Double DQN,18,180,0.9958202418356661,0.9166283147052378,280
Double DQN,19,190,0.9948205274683425,0.9501260135875521,290
Double DQN,20,200,0.9964581548129106,0.9321005917159764,300
Dueling DQN,0,0,0.8939731505284204,0.896192198115275,100
Dueling DQN,1,10,0.9531752832524041,0.9230604865220249,110
Dueling DQN,2,20,0.9820813101018757,0.9536434363357441,120
Dueling DQN,3,30,0.9854517756831381,0.955692526846373,130
Dueling DQN,4,40,0.9817195087117966,0.9531777339469647,140
Dueling DQN,5,50,0.9863658002475484,0.9533311417926803,150
Dueling DQN,6,60,0.9872607826335332,0.9454963839579225,160
Dueling DQN,7,70,0.9897933923640865,0.948805610344072,170
Dueling DQN,8,80,0.9863277158906979,0.9281065088757396,180
Dueling DQN,9,90,0.9862705893554223,0.9417872014025861,190
Dueling DQN,10,100,0.9907835856421975,0.9499287749287749,200
Dueling DQN,11,110,0.9912215557459774,0.9565691431076047,210
Dueling DQN,12,120,0.9864134056936115,0.9436774052158667,220
Dueling DQN,13,130,0.9899838141483386,0.9489590181897875,230
Dueling DQN,14,140,0.9910882604970008,0.9543337716414639,240
Dueling DQN,15,150,0.9920213272398363,0.9437595879903572,250
Dueling DQN,16,160,0.9933542797296011,0.9550131492439184,260
Dueling DQN,17,170,0.991811863277159,0.9468003506465046,270
Dueling DQN,18,180,0.9932209844806246,0.9621520929213236,280
Dueling DQN,19,190,0.9923260020946396,0.9394806048652202,290
Dueling DQN,20,200,0.9923831286299153,0.9497041420118344,300
