threshold,final_auc,label_rate
0.2,0.9932781110159002,0.6289308176100629
0.3,0.9950680757878703,0.6557377049180327
0.4,0.9934114062648767,0.6060606060606061
0.5,0.9947253165762163,0.6666666666666666
0.6,0.9931067314100732,0.6134969325153374
