penalty,label_rate,final_val_auc,alc
-0.1,0.5235602094240838,0.9934875749785775,0.9840449214056755
-0.05,0.5780346820809249,0.9938493763686566,0.9840571628060918
-0.01,0.5847953216374269,0.9946301056840903,0.9857918145835883
-0.001,0.60790273556231,0.9948966961820432,0.9845187089403027
0.0,0.5899705014749262,0.9953917928210987,0.983872181644247
